timestamp,idx,gpu_util_pct,mem_used_pct
1772962128.766862505,0,0,1.24
1772962128.766862505,1,0,0.01
1772962129.789619963,0,0,1.24
1772962129.789619963,1,0,0.01
1772962130.811031259,0,0,1.24
1772962130.811031259,1,0,0.01
1772962131.832815716,0,0,1.24
1772962131.832815716,1,0,0.01
1772962132.853562881,0,0,1.24
1772962132.853562881,1,0,0.01
1772962133.875096535,0,0,1.24
1772962133.875096535,1,0,0.01
1772962134.896569134,0,0,1.24
1772962134.896569134,1,0,0.01
1772962135.917957089,0,2,2.19
1772962135.917957089,1,0,0.01
1772962136.939289890,0,0,2.19
1772962136.939289890,1,0,0.01
1772962137.960658455,0,0,2.19
1772962137.960658455,1,0,0.01
1772962138.981004042,0,0,2.19
1772962138.981004042,1,0,0.01
1772962140.002711228,0,0,2.19
1772962140.002711228,1,0,0.01
1772962141.024203306,0,0,2.19
1772962141.024203306,1,0,0.01
1772962142.045283519,0,0,2.19
1772962142.045283519,1,0,0.01
1772962143.066217917,0,0,2.19
1772962143.066217917,1,0,0.01
1772962144.087020105,0,0,2.19
1772962144.087020105,1,0,0.01
1772962145.108997520,0,0,2.19
1772962145.108997520,1,0,0.01
1772962146.130111388,0,0,2.19
1772962146.130111388,1,0,0.01
1772962147.152161151,0,0,2.19
1772962147.152161151,1,0,0.01
1772962148.174076744,0,0,2.19
1772962148.174076744,1,0,0.01
1772962149.195102434,0,0,2.19
1772962149.195102434,1,0,0.01
1772962150.216639165,0,0,2.19
1772962150.216639165,1,0,0.01
1772962151.237768851,0,0,2.19
1772962151.237768851,1,0,0.01
1772962152.259693323,0,0,2.19
1772962152.259693323,1,0,0.01
1772962153.281364334,0,0,2.19
1772962153.281364334,1,0,0.01
1772962154.302625167,0,0,2.19
1772962154.302625167,1,0,0.01
1772962155.323544324,0,0,2.19
1772962155.323544324,1,0,0.01
1772962156.344165769,0,0,2.19
1772962156.344165769,1,0,0.01
1772962157.365634402,0,0,2.19
1772962157.365634402,1,0,0.01
1772962158.387360412,0,0,2.19
1772962158.387360412,1,0,0.01
1772962159.409331305,0,0,2.19
1772962159.409331305,1,0,0.01
1772962160.430598907,0,0,2.19
1772962160.430598907,1,0,0.01
1772962161.452147234,0,0,2.19
1772962161.452147234,1,0,0.01
1772962162.473754206,0,0,2.19
1772962162.473754206,1,0,0.01
1772962163.494453747,0,0,2.19
1772962163.494453747,1,0,0.01
1772962164.516465698,0,0,2.19
1772962164.516465698,1,0,0.01
1772962165.538092833,0,0,2.19
1772962165.538092833,1,0,0.01
1772962166.558933361,0,0,2.19
1772962166.558933361,1,0,0.01
1772962167.579499137,0,0,2.19
1772962167.579499137,1,0,0.01
1772962168.601880504,0,0,2.19
1772962168.601880504,1,0,0.01
1772962169.623777429,0,0,2.19
1772962169.623777429,1,0,0.01
1772962170.644920245,0,0,2.19
1772962170.644920245,1,0,0.01
1772962171.665881755,0,0,2.19
1772962171.665881755,1,0,0.01
1772962172.687772036,0,0,2.19
1772962172.687772036,1,0,0.01
1772962173.709157185,0,0,2.19
1772962173.709157185,1,0,0.01
1772962174.730177347,0,0,2.19
1772962174.730177347,1,0,0.01
1772962175.752449087,0,0,2.19
1772962175.752449087,1,0,0.01
1772962176.773920696,0,0,2.19
1772962176.773920696,1,0,0.01
1772962177.795097406,0,0,2.19
1772962177.795097406,1,0,0.01
1772962178.816119196,0,0,2.19
1772962178.816119196,1,0,0.01
1772962179.837560518,0,0,2.19
1772962179.837560518,1,0,0.01
1772962180.859731875,0,0,2.19
1772962180.859731875,1,0,0.01
1772962181.881698969,0,0,2.19
1772962181.881698969,1,0,0.01
1772962182.903339450,0,0,2.19
1772962182.903339450,1,0,0.01
1772962183.924721636,0,0,2.19
1772962183.924721636,1,0,0.01
1772962184.945555106,0,0,2.19
1772962184.945555106,1,0,0.01
1772962185.966416763,0,0,2.19
1772962185.966416763,1,0,0.01
1772962186.987094063,0,63,2.47
1772962186.987094063,1,0,0.01
1772962188.008056803,0,59,2.47
1772962188.008056803,1,0,0.01
1772962189.030087675,0,0,2.47
1772962189.030087675,1,0,0.01
1772962190.051385935,0,0,2.47
1772962190.051385935,1,0,0.01
1772962191.072175240,0,0,2.47
1772962191.072175240,1,0,0.01
1772962192.094096631,0,0,2.47
1772962192.094096631,1,0,0.01
1772962193.114962956,0,0,2.47
1772962193.114962956,1,0,0.01
1772962194.136441363,0,0,2.47
1772962194.136441363,1,0,0.01
1772962195.157919875,0,0,2.47
1772962195.157919875,1,0,0.01
1772962196.178801029,0,0,2.47
1772962196.178801029,1,0,0.01
1772962197.199787438,0,0,2.47
1772962197.199787438,1,0,0.01
1772962198.220525947,0,0,2.47
1772962198.220525947,1,0,0.01
1772962199.242558930,0,0,2.47
1772962199.242558930,1,0,0.01
1772962200.263642592,0,0,2.47
1772962200.263642592,1,0,0.01
1772962201.285668439,0,0,2.47
1772962201.285668439,1,0,0.01
1772962202.306717749,0,0,2.47
1772962202.306717749,1,0,0.01
1772962203.328130141,0,70,2.47
1772962203.328130141,1,0,0.01
1772962204.349285238,0,4,2.47
1772962204.349285238,1,0,0.01
1772962205.370967600,0,0,2.47
1772962205.370967600,1,0,0.01
1772962206.392136340,0,0,2.47
1772962206.392136340,1,0,0.01
1772962207.413187112,0,0,2.47
1772962207.413187112,1,0,0.01
1772962208.435274234,0,0,2.47
1772962208.435274234,1,0,0.01
1772962209.456209911,0,0,2.47
1772962209.456209911,1,0,0.01
1772962210.477529752,0,0,2.47
1772962210.477529752,1,0,0.01
1772962211.498745926,0,0,2.47
1772962211.498745926,1,0,0.01
1772962212.520545758,0,0,2.47
1772962212.520545758,1,0,0.01
1772962213.541754923,0,0,2.47
1772962213.541754923,1,0,0.01
1772962214.563286415,0,0,2.47
1772962214.563286415,1,0,0.01
1772962215.584767460,0,0,2.47
1772962215.584767460,1,0,0.01
1772962216.605599713,0,0,2.47
1772962216.605599713,1,0,0.01
1772962217.626160392,0,0,2.47
1772962217.626160392,1,0,0.01
1772962218.647792354,0,0,2.47
1772962218.647792354,1,0,0.01
1772962219.669289006,0,0,2.47
1772962219.669289006,1,0,0.01
1772962220.690199490,0,0,2.47
1772962220.690199490,1,0,0.01
1772962221.711526261,0,0,2.47
1772962221.711526261,1,0,0.01
1772962222.733164272,0,0,2.47
1772962222.733164272,1,0,0.01
1772962223.754427891,0,0,2.47
1772962223.754427891,1,0,0.01
1772962224.775680209,0,0,2.47
1772962224.775680209,1,0,0.01
1772962225.797267163,0,0,2.47
1772962225.797267163,1,0,0.01
1772962226.818466882,0,0,2.47
1772962226.818466882,1,0,0.01
1772962227.839760097,0,0,2.47
1772962227.839760097,1,0,0.01
1772962228.860845636,0,0,2.47
1772962228.860845636,1,0,0.01
1772962229.882913699,0,0,2.47
1772962229.882913699,1,0,0.01
1772962230.905094899,0,0,2.47
1772962230.905094899,1,0,0.01
1772962231.926384835,0,0,2.47
1772962231.926384835,1,0,0.01
1772962232.947741572,0,0,2.47
1772962232.947741572,1,0,0.01
1772962233.969102622,0,0,2.47
1772962233.969102622,1,0,0.01
1772962234.990285153,0,0,2.47
1772962234.990285153,1,0,0.01
1772962236.012450353,0,63,2.47
1772962236.012450353,1,0,0.01
1772962237.033629780,0,63,2.47
1772962237.033629780,1,0,0.01
1772962238.054533572,0,0,2.47
1772962238.054533572,1,0,0.01
1772962239.076110134,0,0,2.47
1772962239.076110134,1,0,0.01
1772962240.097482076,0,0,2.47
1772962240.097482076,1,0,0.01
1772962241.118250396,0,0,2.47
1772962241.118250396,1,0,0.01
1772962242.139109399,0,0,2.47
1772962242.139109399,1,0,0.01
1772962243.160128576,0,0,2.47
1772962243.160128576,1,0,0.01
1772962244.181780288,0,0,2.47
1772962244.181780288,1,0,0.01
1772962245.203105363,0,0,2.47
1772962245.203105363,1,0,0.01
1772962246.223752146,0,0,2.47
1772962246.223752146,1,0,0.01
1772962247.244734594,0,0,2.47
1772962247.244734594,1,0,0.01
1772962248.265987617,0,0,2.47
1772962248.265987617,1,0,0.01
1772962249.287210747,0,72,2.47
1772962249.287210747,1,0,0.01
1772962250.309263092,0,71,2.47
1772962250.309263092,1,0,0.01
1772962251.330922480,0,0,2.47
1772962251.330922480,1,0,0.01
1772962252.352797025,0,0,2.47
1772962252.352797025,1,0,0.01
1772962253.373529447,0,0,2.47
1772962253.373529447,1,0,0.01
1772962254.395181065,0,0,2.47
1772962254.395181065,1,0,0.01
1772962255.417033929,0,0,2.47
1772962255.417033929,1,0,0.01
1772962256.438246545,0,0,2.47
1772962256.438246545,1,0,0.01
1772962257.460465328,0,0,2.47
1772962257.460465328,1,0,0.01
1772962258.482015827,0,0,2.47
1772962258.482015827,1,0,0.01
1772962259.502687409,0,0,2.47
1772962259.502687409,1,0,0.01
1772962260.523428398,0,0,2.47
1772962260.523428398,1,0,0.01
1772962261.544979471,0,0,2.47
1772962261.544979471,1,0,0.01
1772962262.566454338,0,0,2.47
1772962262.566454338,1,0,0.01
1772962263.587591663,0,0,2.47
1772962263.587591663,1,0,0.01
1772962264.610155417,0,0,2.47
1772962264.610155417,1,0,0.01
1772962265.631271367,0,0,2.47
1772962265.631271367,1,0,0.01
1772962266.652639961,0,0,2.47
1772962266.652639961,1,0,0.01
1772962267.674153600,0,0,2.47
1772962267.674153600,1,0,0.01
1772962268.696128305,0,0,2.47
1772962268.696128305,1,0,0.01
1772962269.718425264,0,0,2.47
1772962269.718425264,1,0,0.01
1772962270.739421209,0,0,2.47
1772962270.739421209,1,0,0.01
1772962271.760775608,0,0,2.47
1772962271.760775608,1,0,0.01
1772962272.782155899,0,0,2.47
1772962272.782155899,1,0,0.01
1772962273.803257437,0,0,2.47
1772962273.803257437,1,0,0.01
1772962274.824516662,0,0,2.47
1772962274.824516662,1,0,0.01
1772962275.845755756,0,0,2.47
1772962275.845755756,1,0,0.01
1772962276.867193112,0,0,2.47
1772962276.867193112,1,0,0.01
1772962277.888717349,0,0,2.47
1772962277.888717349,1,0,0.01
1772962278.910015533,0,0,2.47
1772962278.910015533,1,0,0.01
1772962279.932205932,0,0,2.47
1772962279.932205932,1,0,0.01
1772962280.953573397,0,0,2.47
1772962280.953573397,1,0,0.01
1772962281.974753093,0,0,2.47
1772962281.974753093,1,0,0.01
1772962282.996246262,0,0,2.47
1772962282.996246262,1,0,0.01
1772962284.017485415,0,0,2.47
1772962284.017485415,1,0,0.01
1772962285.038429352,0,0,2.47
1772962285.038429352,1,0,0.01
1772962286.059750976,0,0,2.47
1772962286.059750976,1,0,0.01
1772962287.081490737,0,0,2.47
1772962287.081490737,1,0,0.01
1772962288.103315747,0,0,2.47
1772962288.103315747,1,0,0.01
1772962289.125328481,0,0,2.47
1772962289.125328481,1,0,0.01
1772962290.146997567,0,0,2.47
1772962290.146997567,1,0,0.01
1772962291.168118780,0,0,2.47
1772962291.168118780,1,0,0.01
