timestamp,idx,gpu_util_pct,mem_used_pct
1773179044.533772220,0,0,1.25
1773179044.533772220,1,0,0.01
1773179045.555419467,0,0,1.25
1773179045.555419467,1,0,0.01
1773179046.577811585,0,0,1.25
1773179046.577811585,1,0,0.01
1773179047.599219484,0,0,1.25
1773179047.599219484,1,0,0.01
1773179048.620443785,0,0,2.19
1773179048.620443785,1,0,0.01
1773179049.641593870,0,0,2.19
1773179049.641593870,1,0,0.01
1773179050.662626858,0,0,2.20
1773179050.662626858,1,0,0.01
1773179051.683889599,0,0,2.20
1773179051.683889599,1,0,0.01
1773179052.704980924,0,0,2.20
1773179052.704980924,1,0,0.01
1773179053.725724191,0,0,2.20
1773179053.725724191,1,0,0.01
1773179054.747133931,0,0,2.20
1773179054.747133931,1,0,0.01
1773179055.768212750,0,0,2.20
1773179055.768212750,1,0,0.01
1773179056.789809402,0,0,2.20
1773179056.789809402,1,0,0.01
1773179057.811006260,0,0,2.20
1773179057.811006260,1,0,0.01
1773179058.832122193,0,0,2.20
1773179058.832122193,1,0,0.01
1773179059.853635174,0,0,2.20
1773179059.853635174,1,0,0.01
1773179060.874939976,0,0,2.20
1773179060.874939976,1,0,0.01
1773179061.897013035,0,0,2.20
1773179061.897013035,1,0,0.01
1773179062.919298171,0,0,2.20
1773179062.919298171,1,0,0.01
1773179063.940717709,0,0,2.20
1773179063.940717709,1,0,0.01
1773179064.962242107,0,0,2.20
1773179064.962242107,1,0,0.01
1773179065.983927683,0,0,2.20
1773179065.983927683,1,0,0.01
1773179067.004987745,0,0,2.20
1773179067.004987745,1,0,0.01
1773179068.026950551,0,0,2.20
1773179068.026950551,1,0,0.01
1773179069.047993181,0,0,2.20
1773179069.047993181,1,0,0.01
1773179070.069013861,0,0,2.20
1773179070.069013861,1,0,0.01
1773179071.090478872,0,0,2.20
1773179071.090478872,1,0,0.01
1773179072.112287077,0,0,2.20
1773179072.112287077,1,0,0.01
1773179073.133916986,0,0,2.20
1773179073.133916986,1,0,0.01
1773179074.154946054,0,0,2.20
1773179074.154946054,1,0,0.01
1773179075.175856407,0,0,2.20
1773179075.175856407,1,0,0.01
1773179076.197143536,0,0,2.20
1773179076.197143536,1,0,0.01
1773179077.218208710,0,0,2.20
1773179077.218208710,1,0,0.01
1773179078.240139264,0,0,2.20
1773179078.240139264,1,0,0.01
1773179079.261227958,0,0,2.20
1773179079.261227958,1,0,0.01
1773179080.282530972,0,0,2.20
1773179080.282530972,1,0,0.01
1773179081.303846095,0,0,2.20
