timestamp,idx,gpu_util_pct,mem_used_pct
1772902499.360724610,0,0,0.00
1772902499.360724610,1,0,0.00
1772902500.388274228,0,0,0.00
1772902500.388274228,1,0,0.00
1772902501.412925695,0,0,0.00
1772902501.412925695,1,0,0.00
1772902502.438463691,0,0,0.00
1772902502.438463691,1,0,0.00
1772902503.463619958,0,0,0.00
1772902503.463619958,1,0,0.00
1772902504.487254507,0,0,0.00
1772902504.487254507,1,0,0.00
1772902505.510240369,0,0,0.00
1772902505.510240369,1,0,0.00
1772902506.532777373,0,0,0.00
1772902506.532777373,1,0,0.00
1772902507.556134955,0,0,0.00
1772902507.556134955,1,0,0.00
1772902508.581116736,0,2,0.34
1772902508.581116736,1,0,0.01
1772902509.814115015,0,0,8.53
1772902509.814115015,1,0,0.01
1772902510.836877749,0,0,8.53
1772902510.836877749,1,0,0.01
1772902511.859988182,0,0,8.53
1772902511.859988182,1,0,0.01
1772902512.882932594,0,0,8.53
1772902512.882932594,1,0,0.01
1772902513.906202172,0,0,8.59
1772902513.906202172,1,0,0.01
1772902514.928834805,0,0,8.59
1772902514.928834805,1,0,0.01
1772902515.951469875,0,0,8.59
1772902515.951469875,1,0,0.01
1772902516.973801888,0,0,8.59
1772902516.973801888,1,0,0.01
1772902517.998072114,0,0,8.59
1772902517.998072114,1,0,0.01
1772902519.022182385,0,0,8.59
1772902519.022182385,1,0,0.01
1772902520.046273247,0,0,8.59
1772902520.046273247,1,0,0.01
1772902521.069628575,0,0,8.59
1772902521.069628575,1,0,0.01
1772902522.092924976,0,0,8.59
1772902522.092924976,1,0,0.01
1772902523.116596871,0,0,8.59
1772902523.116596871,1,0,0.01
1772902524.139275354,0,0,8.59
1772902524.139275354,1,0,0.01
1772902525.161686900,0,0,8.59
1772902525.161686900,1,0,0.01
1772902526.184187971,0,0,8.59
1772902526.184187971,1,0,0.01
1772902527.207725182,0,0,8.59
1772902527.207725182,1,0,0.01
1772902528.232012280,0,0,8.59
1772902528.232012280,1,0,0.01
1772902529.255624689,0,0,8.59
1772902529.255624689,1,0,0.01
1772902530.278864831,0,0,8.59
1772902530.278864831,1,0,0.01
1772902531.301744538,0,0,8.59
1772902531.301744538,1,0,0.01
1772902532.325483150,0,0,8.59
1772902532.325483150,1,0,0.01
1772902533.348645527,0,0,8.59
1772902533.348645527,1,0,0.01
1772902534.372014407,0,0,8.59
1772902534.372014407,1,0,0.01
1772902535.394897676,0,0,8.59
1772902535.394897676,1,0,0.01
1772902536.417559801,0,0,8.59
1772902536.417559801,1,0,0.01
1772902537.440135995,0,0,8.59
1772902537.440135995,1,0,0.01
1772902538.463960226,0,0,8.59
1772902538.463960226,1,0,0.01
1772902539.487037169,0,0,8.59
1772902539.487037169,1,0,0.01
1772902540.511807118,0,0,8.59
1772902540.511807118,1,0,0.01
1772902541.535147571,0,0,8.59
1772902541.535147571,1,0,0.01
1772902542.558781005,0,0,8.59
1772902542.558781005,1,0,0.01
1772902543.582706549,0,0,8.59
1772902543.582706549,1,0,0.01
1772902544.605864197,0,0,8.59
1772902544.605864197,1,0,0.01
1772902545.629041784,0,0,8.59
1772902545.629041784,1,0,0.01
1772902546.651981506,0,0,8.59
1772902546.651981506,1,0,0.01
1772902547.674777579,0,0,8.59
1772902547.674777579,1,0,0.01
1772902548.697881619,0,0,8.59
1772902548.697881619,1,0,0.01
1772902549.721166151,0,0,8.59
1772902549.721166151,1,0,0.01
1772902550.742915004,0,0,8.59
1772902550.742915004,1,0,0.01
